Title,Subject,Subject Name,Geographic Coverage,Photographer,Year,Caption,longitude,latitude,imageurl
"Former District Attorney Asa Keyes, at home on the day of his parole from prison, Beverly Hills, 1931",Public prosecutors $z California $z Los Angeles,"Keyes, Asa, $d 1877-1934",Beverly Hills (Calif.),,1931,"Text from negative sleeve: Keyes, Asa",-118.40048,34.057569,http://digital2.library.ucla.edu/dlcontent/latimes/jpegs/uclamss_1429_10605.jpg
"J. A. H. Kerr and J. Reuben Clark Jr. at luncheon to discuss financial agreements, Los Angeles, 1934",Chambers of commerce $z California $z Los Angeles,"Biltmore Hotel (Los Angeles, Calif.)",Los Angeles (Calif.),,1934,"Text from negative sleeve: Kerr, J. A. H. Banker & LA Community Chest LA Chamber of Commerse Etc. (d. 1952)",-118.253774,34.04928,http://digital2.library.ucla.edu/dlcontent/latimes/jpegs/uclamss_1429_5313.jpg
"Portrait of attorney Thatcher J. Kemp and his wife, Jeanette Tighe Kemp on their honeymoon, Yosemite Valley, 1935",Honeymoons $z California $z Yosemite Valley,"Murphy, Jeanette Tighe Mackay Kemp, $d 1901-1985 ",Yosemite Valley (Calif.),,1935,"Text from negative sleeve: Kemp, Thatcher. Election Fraud Case, July 1933. Accused + acquitted (w/others) of bribing member of grand jury to indict politician + wife. From old LA family. Attorney (Kemp Partridge + Kemp). Lost to Burton Fitts for DA job. Appointed Deputy City Atty in 1935. Died in 1937. Member of many LA org/clubs, incl. Minutemen. Oct '33 accused + acquitted of intoxication. Box 24.",-119.574336,37.746154,http://digital2.library.ucla.edu/dlcontent/latimes/jpegs/uclamss_1429_10635.jpg
"Mr. and Mrs. Kellogg with Governor Rolph as they donate their horse ranch, Pomona, 1932",Governors $x American $z California,W.K. Kellogg Arabian Horse Center,Pomona (Calif.),,1932,"Text from negative sleeve: Kellogg, W. K. Corn Flakes 1932",-117.820831,34.056928,http://digital2.library.ucla.edu/dlcontent/latimes/jpegs/uclamss_1429_5322.jpg
"Portrait of an Arabian horse owned by W. K. Kellogg, Pomona, 1932",Horses $z California $z Pomona,W.K. Kellogg Arabian Horse Center,Pomona (Calif.),,1932,"Text from negative sleeve: Kellogg, W. K. Corn Flakes 1932",-117.820831,34.056928,http://digital2.library.ucla.edu/dlcontent/latimes/jpegs/uclamss_1429_5319.jpg
"At a mural exhibition at the Los Angeles Central Library, artist Leo Katz points to an area of a cartoon drawing for the Frank Wiggins Trade School mural, Los Angeles, 1934",Cartoons (Working drawings),"Katz, Leo, $d 1887-1982",Los Angeles (Calif.),,1934,"Text from negative sleeve: Katz, Leo, Artist, 1934",-118.2546902,34.05018822,http://digital2.library.ucla.edu/dlcontent/latimes/jpegs/uclamss_1429_5309.jpg
"Coach Howard Jones instructing his team at the Los Angeles Memorial Coliseum. Los Angeles, 1925-1939",Coaches (Athletics) $z California $z Los Angeles,"Los Angeles Memorial Coliseum (Los Angeles, Calif.)",Los Angeles (Calif.),,1925,"Text from negative sleeve: Jones, Howard. USC football coach, played @ Yale (brother of Yale coach ""Tad"" Jones), Coached @ Iowa Trinity College (Duke)",-118.287926,34.014166,http://digital2.library.ucla.edu/dlcontent/latimes/jpegs/uclamss_1429_5258.jpg
"Coach Howard Jones instructing his team at the Coliseum, Los Angeles, 1925-1939",Coaches (Athletics) $z California $z Los Angeles,"Los Angeles Memorial Coliseum (Los Angeles, Calif.)",Los Angeles (Calif.),,1925,"Text from negative sleeve: Jones, Howard USC football coach, played @ Yale (brother of Yale coach ""Tad"" Jones), Coached @ Iowa Trinity College (Duke)",-118.287926,34.014166,http://digital2.library.ucla.edu/dlcontent/latimes/jpegs/uclamss_1429_5259.jpg
"Coach Howard Jones instructing his team at the Coliseum. Los Angeles, 1925-1939",Coaches (Athletics) $z California $z Los Angeles,"Los Angeles Memorial Coliseum (Los Angeles, Calif.)",Los Angeles (Calif.),,1925,"Text from negative sleeve: Jones, Howard USC football coach, played @ Yale (brother of Yale coach ""Tad"" Jones), Coached @ Iowa Trinity College (Duke)",-118.287926,34.014166,http://digital2.library.ucla.edu/dlcontent/latimes/jpegs/uclamss_1429_5260.jpg
"USC football team during practice at the Coliseum, Los Angeles, 1925-1939",Football players $z California $z Los Angeles,"Los Angeles Memorial Coliseum (Los Angeles, Calif.)",Los Angeles (Calif.),,1925,"Text from negative sleeve: Jones, Howard USC football coach, played @ Yale (brother of Yale coach ""Tad"" Jones), Coached @ Iowa Trinity College (Duke)",-118.287926,34.014166,http://digital2.library.ucla.edu/dlcontent/latimes/jpegs/uclamss_1429_5261.jpg
"Al Jolson and Ruby Keeler on board the Olympic before or after their honeymoon voyage, New York, 1928",Arrivals & departures $x American $z New York $z New York,"Jolson, Al, $d 1886-1950",New York (N.Y.),,1928,"Text from negative sleeve: Jolson, Al. Box 23.",-74.011631,40.714346,http://digital2.library.ucla.edu/dlcontent/latimes/jpegs/uclamss_1429_10521.jpg
"Chicago transportation manager Harley A. Johnson, Los Angeles, 1929",Business people $x American $z California $z Los Angeles,"Johnson, Harley A., $d 1884-1956",Los Angeles (Calif.),,1929,"Text from negative sleeve: Johnson, Harley A. Chicago Transi... Co., 1929",-118.250122,34.047394,http://digital2.library.ucla.edu/dlcontent/latimes/jpegs/uclamss_1429_5236.jpg
"Los Angeles Supervisor Roger Jessup at a new highway ribbon cutting ceremony, Castaic vicinity, 1933",Municipal officials $z California $z Los Angeles,"Jessup, Roger W., $d 1889-1971",Castaic (Calif.),,1933,"Text from negative sleeve: Jessup, Roger L.A. Co.  Supervisor",-118.747101,34.63797,http://digital2.library.ucla.edu/dlcontent/latimes/jpegs/uclamss_1429_5230.jpg
"Earvin ""Magic"" Johson speaking with Bo Hopkins and an unidentified women at a City of Hope party at Pickfair honoring Jerry Buss, Beverly Hills, 1981",Actors $x American $z California $z Beverly Hills,"Johnson, Earvin, 1959-",Beverly Hills (Calif.),,1981,Text from negative sleeve: Jerry Buss party @ Pickfair,-118.419655,34.090167,http://digital2.library.ucla.edu/dlcontent/latimes/jpegs/C1429_b1261_f294864-3_Frame32.jpg
"Japanese leaders awaiting the arrival of Prince and Princess Kaya of Japan at La Grande Station, Los Angeles, 1934",Arrivals & departures $x Japanese $z California $z Los Angeles,"La Grande Station (Los Angeles, Calif.)",Los Angeles (Calif.),,1934,"Text from negative sleeve: Japan, Princekaya",-118.2320952,34.04721912,http://digital2.library.ucla.edu/dlcontent/latimes/jpegs/uclamss_1429_5218.jpg
"Prince and Princess Kaya of Japan with Senichi Kushibuchi and Mayor Frank Shaw upon their arrival at the La Grande Station, Los Angeles, 1934",Arrivals & departures $x Japanese $z California $z Los Angeles,"Shaw, Frank L., $d 1877-1958",Los Angeles (Calif.),,1934,"Text from negative sleeve: Japan, Princekaya",-118.2320952,34.04721912,http://digital2.library.ucla.edu/dlcontent/latimes/jpegs/uclamss_1429_5217.jpg
"Prince Kaya of Japan with Frank Shaw, Harry L. Harper, Senichi Kushibuchi and Tomokazu Hori at the Biltmore Hotel, Los Angeles, 1934",Princes $z Japan,"Biltmore Hotel (Los Angeles, Calif.)",,,1934,"Text from negative sleeve: Japan, Princekaya",-118.2537568,34.04945929,http://digital2.library.ucla.edu/dlcontent/latimes/jpegs/uclamss_1429_5220.jpg
"Prince and Princess Kaya of Japan at a Los Angeles Breakfast Club event at the Ambassador Hotel, Los Angeles, 1934",Princes $z Japan,Los Angeles Breakfast Club,Los Angeles (Calif.),,1934,"Text from negative sleeve: Japan, Princekaya",-118.2971013,34.06032147,http://digital2.library.ucla.edu/dlcontent/latimes/jpegs/uclamss_1429_5210.jpg
"Prince and Princess Kaya of Japan with Rufus B. von Kleinsmid at a Los Angeles Breakfast Club event at the Ambassador Hotel, Los Angeles, 1934",Princes $z Japan,Ambassador Hotel,Los Angeles (Calif.),,1934,"Text from negative sleeve: Japan, Princekaya",-118.2971013,34.06032147,http://digital2.library.ucla.edu/dlcontent/latimes/jpegs/uclamss_1429_5206.jpg
"Prince and Princess Kaya of Japan with Rufus B. von Kleinsmid at the Edward Laurence Doheny Memorial Library, Los Angeles, 1934",Princes $z Japan,#REF!,Los Angeles (Calif.),,1934,"Text from negative sleeve: Japan, Princekaya",-118.2841623,34.02030585,http://digital2.library.ucla.edu/dlcontent/latimes/jpegs/uclamss_1429_5215.jpg
"Nurse Leah Lewis, Camarillo State Hospital, Camarillo, 1940",Beds,Camarillo State Hospital,Camarillo (Calif.),,1940,"Text from negative sleeve: Insulin treatment for insanity. Camarillo State Hospital Sunday Magazine Feb. 20, 1940.",-119.043572,34.16205,http://digital2.library.ucla.edu/dlcontent/latimes/jpegs/C1429_b3155_neg21417_frame4.jpg
"Male pateint in hospital bed at Camarillo State Hospital, Camarillo, 1940",Beds,Camarillo State Hospital,Camarillo (Calif.),,1940,"Text from negative sleeve: Insulin treatment for insanity. Camarillo State Hospital Sunday Magazine Feb. 20, 1940.",-119.043572,34.16205,http://digital2.library.ucla.edu/dlcontent/latimes/jpegs/C1429_b3155_neg21417_frame1.jpg
"Male pateint in hospital bed at Camarillo State Hospital, Camarillo, 1940",Beds,Camarillo State Hospital,Camarillo (Calif.),,1940,"Text from negative sleeve: Insulin treatment for insanity. Camarillo State Hospital Sunday Magazine Feb. 20, 1940.",-119.043572,34.16205,http://digital2.library.ucla.edu/dlcontent/latimes/jpegs/C1429_b3155_neg21417_frame7.jpg
"Doctor Jacob Frostig speaking with a man and woman, Camarillo State Hospital, Camarillo, 1940",Hospitals,"Frostig, Jacob",Camarillo (Calif.),,1940,"Text from negative sleeve: Insulin treatment for insanity. Camarillo State Hospital Sunday Magazine Feb. 20, 1940.",-119.043572,34.16205,http://digital2.library.ucla.edu/dlcontent/latimes/jpegs/C1429_b3155_neg21417_frame2.jpg
"Dr. Jacob Frostig and Nurse Evelyn Bennet at Camarillo State Hospital, Camarillo, 1940",Men,"Frostig, Jacob",Camarillo (Calif.),,1940,"Text from negative sleeve: Insulin treatment for insanity.  Camarillo State Hospital Sunday Magazine Feb. 20, 1940.",-119.043572,34.16205,http://digital2.library.ucla.edu/dlcontent/latimes/jpegs/C1429_b3155_neg21417_frame5.jpg
"Nurse Leah Lewis administers a sugar solution to a patient undergoing insulin treatment for insanity at Camarillo State Hospital, 1940",Mental institutions $z California $z Camarillo,Camarillo State Hospital,Camarillo (Calif.),,1940,"Text from negative sleeve: Insulin treatment for insanity, Camarillo State Hospital, Sunday Magazine, Feb. 20, 1940.",-119.043814,34.161921,http://digital2.library.ucla.edu/dlcontent/latimes/jpegs/C1429_b3155_neg21417_frame8.jpg
"Attendent Clement, another male attendent, and Nurse Leah Lewis inject a patient with insulin to induce coma as part of a treatment for insanity at the Camarillo State Hospital, 1940",Mental institutions $z California $z Camarillo,Camarillo State Hospital,Camarillo (Calif.),,1940,"Text from negative sleeve: Insulin treatment for insanity, Camarillo State Hospital, Sunday magazine, Feb 20, 1940",-119.043814,34.161921,http://digital2.library.ucla.edu/dlcontent/latimes/jpegs/C1429_b3155_neg21417_frame3.jpg
"Henry E. Huntington in front of the library building of his estate pointing towards a bronze cast of the Apollo Belvedere, San Marino, (circa 1927, orig. photo.)",Sculpture $z California $z San Marino,Henry E. Huntington Library and Art Gallery,San Marino (Calif.),,1927,"Text from negative sleeve: Huntington, Henry E., Estate.",-118.112339,34.127388,http://digital2.library.ucla.edu/dlcontent/latimes/jpegs/uclamss_1429_9703.jpg
"View towards the Henry E. Huntington residence from the lagoon, San Marino, 1927 copy print",,Henry E. Huntington Library and Art Gallery,San Marino (Calif.),,1927,"Text from negative sleeve: Huntington, Henry E., Estate.",-118.116556,34.128119,http://digital2.library.ucla.edu/dlcontent/latimes/jpegs/uclamss_1429_9701.jpg
"Gainsborough's ""Blue Boy,"" at the Huntington Library, San Marino, copy print 1927",,Henry E. Huntington Library and Art Gallery,San Marino (Calif.),,1927,"Text from negative sleeve: Huntington, Henry E., Estate.",-118.113057,34.126658,http://digital2.library.ucla.edu/dlcontent/latimes/jpegs/uclamss_1429_9704.jpg
"Major General George E. Leach, Adjutant General Seth Howard and Colonel Harcourt Hervey, Los Angeles, 1935",Generals $x American $z California $z Los Angeles,"Hervey, Harcourt, $d 1892-1970",Los Angeles (Calif.),,1935,"Text from negative sleeve: Howard, Seth; Adj. Gen.",-118.283816,34.017001,http://digital2.library.ucla.edu/dlcontent/latimes/jpegs/uclamss_1429_9657.jpg
"Spectators in the grandstand at Santa Anita Park on Christmas, the first day it opened, Arcadia, 1934",Horse racetracks,"Santa Anita Park (Arcadia, Calif.)",Arcadia (Calif.),,1934,"Text from negative sleeve: Horse Racing, Santa Anita, Races. Dec. 25, 1934. [Added 2012:] Box 23.",-118.044362,34.139035,http://digital2.library.ucla.edu/dlcontent/latimes/jpegs/uclamss_1429_10506.jpg
"Spectators in the grandstand at Santa Anita Park on Christmas, the first day it opened, Arcadia, 1934",Horse racetracks,"Santa Anita Park (Arcadia, Calif.)",Arcadia (Calif.),,1934,"Text from negative sleeve: Horse Racing, Santa Anita, Races. Dec. 25, 1934. [Added 2012:] Box 23.",-118.044362,34.139035,http://digital2.library.ucla.edu/dlcontent/latimes/jpegs/uclamss_1429_10507.jpg
"Naval crowd gathered for a visit from Herbert Hoover in San Pedro, Los Angeles, circa 1929-1934",,"Hoover, Herbert, $d 1874-1964",Los Angeles (Calif.),,1929,"Text from negative sleeve: Hoover, Herbert",-118.279788,33.738896,http://digital2.library.ucla.edu/dlcontent/latimes/jpegs/uclamss_1429_10483.jpg
"Earvin ""Magic"" Johnson, Pat Riley, and Jerry West at the Century Plaza, Century City, 1989",Award presentations--California--Los Angeles,"Riley, Pat, 1945-","Century City (Los Angeles, Calif.)","Atkins, Lacy",1989,Text from negative sleeve: Honoring Magic Johnson,-118.4158266,34.05746832,http://digital2.library.ucla.edu/dlcontent/latimes/jpegs/C1429_b4045_F308105_Frame16.jpg
"John W. Mack, Pat Riley, Magic Johnson, and Jerry West at the Century Plaza, Century City, 1989",Award presentations--California--Los Angeles,"Riley, Pat, 1945-","Century City (Los Angeles, Calif.)","Atkins, Lacy",1989,Text from negative sleeve: Honoring Magic Johnson,-118.4158266,34.05746832,http://digital2.library.ucla.edu/dlcontent/latimes/jpegs/C1429_b4045_F308105_Frame14.jpg
"John W. Mack, Earvin ""Magic"" Johnson, and Sidney Poitier, Century Plaza, Century City, 1989",Award presentations--California--Los Angeles,"Poitier, Sidney","Century City (Los Angeles, Calif.)","Atkins, Lacy",1989,Text from negative sleeve: Honoring Magic Johnson,-118.4158266,34.05746832,http://digital2.library.ucla.edu/dlcontent/latimes/jpegs/C1429_b4045_F308105_Frame12.jpg
"Martin Sipma painting the shell of the Hollywood Bowl, Los Angeles, 1935",Maintenance & repair $z California $z Los Angeles,"Hollywood Bowl (Los Angeles, Calif.)",Los Angeles (Calif.),,1935,"Text from negative sleeve: Hollywood Bowl with Martin Sipma, Mary Perrine, Patricia Coates. When it was being painted on 7/5/35. [stamped:] Jul 17 1935.",-118.338997,34.112564,http://digital2.library.ucla.edu/dlcontent/latimes/jpegs/uclamss_1429_7495.jpg
"Crowd awaiting the train carrying William Edward Hickman, kidnapper and murderer, Glendale, 1927",Kidnappings $z California $z Los Angeles,"Hickman, William Edward, $d 1908-1928",Glendale (Calif.),,1927,"Text from negative sleeve: Hickman, William Edward. Murderer.",-118.257844,34.123565,http://digital2.library.ucla.edu/dlcontent/latimes/jpegs/uclamss_1429_10457.jpg
"Crowd at the train carrying William Edward Hickman, kidnapper and murderer, Glendale, 1927",Kidnappings $z California $z Los Angeles,"Hickman, William Edward, $d 1908-1928",Glendale (Calif.),,1927,"Text from negative sleeve: Hickman, William Edward. Murderer.",-118.257844,34.123565,http://digital2.library.ucla.edu/dlcontent/latimes/jpegs/uclamss_1429_10458.jpg
"Crowds near the Courthouse during the Hickman kidnapping and murder trial, Los Angeles, 1927 or 28",Kidnappings $z California $z Los Angeles,"Los Angeles County Courthouse (Los Angeles, Calif.)",Los Angeles (Calif.),,1927,"Text from negative sleeve: Hickman, William Edward.",-118.243442,34.056259,http://digital2.library.ucla.edu/dlcontent/latimes/jpegs/uclamss_1429_10473.jpg
"Home of Marion Parker, kidnap and murder victim, Los Angeles, 1927 or 1928",Dwellings $z California $z Los Angeles,"Hickman, William Edward, $d 1908-1928",Los Angeles (Calif.),,1927,"Text from negative sleeve: Hickman, William Edward",-118.151845,34.097512,http://digital2.library.ucla.edu/dlcontent/latimes/jpegs/uclamss_1429_10415.jpg
"Wreath Placed on the Olvera St. Cross to commemorate Harry Carr, Los Angeles, 1936",Spontaneous shrines $z California $z Los Angeles,"De Bonzo, Consuela Castillo, 1898-1977",Los Angeles (Calif.),,1939,Text from negative sleeve: Harry Carr funeral. 3100. 1/24/36.,-118.23842,34.056904,http://digital2.library.ucla.edu/dlcontent/latimes/jpegs/uclamss_1429_10905.jpg
"Hamilton Fish debating at the Hollywood Bowl, Los Angeles, 1925",Debates $z California $z Los Angeles,"Hollywood Bowl (Los Angeles, Calif.)",Los Angeles (Calif.),,1935,"Text from negative sleeve: Hamilton Fish Jr., Upton Sinclair, Geo. W. Rochester. Debate - Hollywood Bowl. 8/20/35. [stamped:] Sep 4 1935.",-118.338868,34.112657,http://digital2.library.ucla.edu/dlcontent/latimes/jpegs/uclamss_1429_10274.jpg
"Upton Sinclair debating at the Hollywood Bowl, Los Angeles, 1925",Debates $z California $z Los Angeles,"Hollywood Bowl (Los Angeles, Calif.)",Los Angeles (Calif.),,1935,"Text from negative sleeve: Hamilton Fish Jr., Upton Sinclair, Geo. W. Rochester. Debate - Hollywood Bowl. 8/20/35. [stamped:] Sep 4 1935.",-118.338868,34.112657,http://digital2.library.ucla.edu/dlcontent/latimes/jpegs/uclamss_1429_10272.jpg
"Kirk Douglas and Deborah Kerr, Golden Globe Awards, Los Angeles, 1957",Award presentations--California--Los Angeles,Ambassador Hotel,Los Angeles (Calif.),,1957,Text from negative sleeve: Golden Globe Winners--Hollywood Stars Deborah Kerr and Kirk Douglas pose after winning Hollywood Foreign Press Association's Golden Globe Awards.  He was named best dramatic actor and she was chosen best actress in comedy or musical.,-118.2971099,34.06117665,http://digital2.library.ucla.edu/dlcontent/latimes/jpegs/C1429_b300_103307_Kerr_Douglas_Oscars_3-1-1957.jpg
"George Godfrey, heavyweight boxer, strikes a boxing pose [outside the KJH Radio studio, Los Angeles(?)], circa 1926-1927",Boxers (Sports) $z California $z Los Angeles,"Godfrey, George, $d 1897-1947",Los Angeles (Calif.),,1926,"Text from negative sleeve: Godfrey, George",-118.2455921,34.05331721,http://digital2.library.ucla.edu/dlcontent/latimes/jpegs/uclamss_1429_4905.jpg
"George Godfrey, heavyweight boxer with his brother [outside the KJH Radio studio?], [Los Angeles(?)], circa 1926-1927",Boxers (Sports) $z California $z Los Angeles,"Godfrey, George, $d 1897-1947",Los Angeles (Calif.),,1926,"Text from negative sleeve: Godfrey, George",-118.2455921,34.05331721,http://digital2.library.ucla.edu/dlcontent/latimes/jpegs/uclamss_1429_4902.jpg
"George Godfrey, heavyweight boxer, [outside the KJH Radio studio, Los Angeles(?)], circa 1926-1927",Boxers (Sports) $z California $z Los Angeles,"Godfrey, George, $d 1897-1947",Los Angeles (Calif.),,1926,"Text from negative sleeve: Godfrey, George",-118.2455921,34.05331721,http://digital2.library.ucla.edu/dlcontent/latimes/jpegs/uclamss_1429_4906.jpg
"George Godfrey, heavyweight boxer, posing with anvil [outside the KJH Radio studio, Los Angeles(?)], circa 1926-1927",Boxers (Sports) $z California $z Los Angeles,"Godfrey, George, $d 1897-1947",Los Angeles (Calif.),,1926,"Text from negative sleeve: Godfrey, George",-118.2455921,34.05331721,http://digital2.library.ucla.edu/dlcontent/latimes/jpegs/uclamss_1429_4901.jpg
"George Godfrey, heavyweight boxer, lifting an anvil [outside the KJH Radio studio, Los Angeles(?)], circa 1926-1927",Boxers (Sports) $z California $z Los Angeles,"Godfrey, George, $d 1897-1947",Los Angeles (Calif.),,1926,"Text from negative sleeve: Godfrey, George",-118.2455921,34.05331721,http://digital2.library.ucla.edu/dlcontent/latimes/jpegs/uclamss_1429_4903.jpg
"Unidentified man at the residence of William F. Gettle, kidnapping victim, Beverly Hills, 1934",Kidnappings $z California,"Gettle, William F., $d 1887-1941",Beverly Hills (Calif.),,1934,"Text from negative sleeve: Gettle, William F., Kidnap Case",-118.416634,34.072519,http://digital2.library.ucla.edu/dlcontent/latimes/jpegs/uclamss_1429_10368.jpg
"George Burns at Grand Central Air Terminal, Glendale, 1938",Comedians,"Burns, George, 1896-",Glendale (Calif.),,1938,"Text from negative sleeve: George Burns. Radio. 12/13/1938. 15199. NITRATE. Dec. 21, 1938. 1 neg.",-118.286622,34.162901,http://digital2.library.ucla.edu/dlcontent/latimes/jpegs/uclamss_1429_0022.jpg
"Portrait of Dr. Philip Fox seated at his desk, Los Angeles, 1935",Astronomers $x American $z California $z Los Angeles,Griffith Observatory,Los Angeles (Calif.),,1935,"Text from negative sleeve: Fox, Philip, Dr.",-118.30037,34.11856,http://digital2.library.ucla.edu/dlcontent/latimes/jpegs/uclamss_1429_4758.jpg
"Portrait of Dr. W. F. Meyer, Los Angeles, 1935",Astronomers $x American $z California $z Los Angeles,Griffith Observatory,Los Angeles (Calif.),,1935,"Text from negative sleeve: Fox, Philip, Dr.",-118.30037,34.11856,http://digital2.library.ucla.edu/dlcontent/latimes/jpegs/uclamss_1429_4757.jpg
"Dr. Philip Fox and Dr. W. F. Meyer pose next to the Zeiss refracting telescope telescope at Griffith Observatory, Los Angeles, 1935",Telescopes $z California $z Los Angeles,Griffith Observatory,Los Angeles (Calif.),,1935,"Text from negative sleeve: Fox, Philip, Dr.",-118.30037,34.11856,http://digital2.library.ucla.edu/dlcontent/latimes/jpegs/uclamss_1429_4756.jpg
"Football game between the USC Trojans and Stanford Indians at the Coliseum, Los Angeles, 1934",Football $z California $z Los Angeles,"Los Angeles Memorial Coliseum (Los Angeles, Calif.)",Los Angeles (Calif.),,1931,"Text from negative sleeve: Football. S.C. vs. Stanford. Nov. 7, 1931.",-118.287926,34.014166,http://digital2.library.ucla.edu/dlcontent/latimes/jpegs/uclamss_1429_10389.jpg
"Football game between the USC Trojans and Stanford Indians at the Coliseum, Los Angeles, 1934",Football $z California $z Los Angeles,"Los Angeles Memorial Coliseum (Los Angeles, Calif.)",Los Angeles (Calif.),,1931,"Text from negative sleeve: Football. S.C. vs. Stanford. Nov. 7, 1931.",-118.287926,34.014166,http://digital2.library.ucla.edu/dlcontent/latimes/jpegs/uclamss_1429_10391.jpg
"Football game between the USC Trojans and Stanford Indians at the Coliseum, Los Angeles, 1934",Football $z California $z Los Angeles,"Los Angeles Memorial Coliseum (Los Angeles, Calif.)",Los Angeles (Calif.),,1931,"Text from negative sleeve: Football. S.C. vs. Stanford. Nov. 7, 1931.",-118.287926,34.014166,http://digital2.library.ucla.edu/dlcontent/latimes/jpegs/uclamss_1429_10392.jpg
"Football game between the USC Trojans and Stanford Indians at the Coliseum, Los Angeles, 1934",Football $z California $z Los Angeles,"Los Angeles Memorial Coliseum (Los Angeles, Calif.)",Los Angeles (Calif.),,1931,"Text from negative sleeve: Football. S.C. vs. Stanford. Nov. 7, 1931.",-118.287926,34.014166,http://digital2.library.ucla.edu/dlcontent/latimes/jpegs/uclamss_1429_10393.jpg
"Football game between the USC Trojans and Stanford Indians at the Coliseum, Los Angeles, 1934",Football $z California $z Los Angeles,"Los Angeles Memorial Coliseum (Los Angeles, Calif.)",Los Angeles (Calif.),,1931,"Text from negative sleeve: Football. S.C. vs. Stanford. Nov. 7, 1931.",-118.287926,34.014166,http://digital2.library.ucla.edu/dlcontent/latimes/jpegs/uclamss_1429_10394.jpg
"Football game between the USC Trojans and Stanford Indians at the Coliseum, Los Angeles, 1934",Football $z California $z Los Angeles,"Los Angeles Memorial Coliseum (Los Angeles, Calif.)",Los Angeles (Calif.),,1931,"Text from negative sleeve: Football. S.C. vs. Stanford. Nov. 7, 1931.",-118.287926,34.014166,http://digital2.library.ucla.edu/dlcontent/latimes/jpegs/uclamss_1429_10397.jpg
"Football game between the USC Trojans and Stanford Indians at the Coliseum, Los Angeles, 1934",Football $z California $z Los Angeles,"Los Angeles Memorial Coliseum (Los Angeles, Calif.)",Los Angeles (Calif.),,1931,"Text from negative sleeve: Football. S.C. vs. Stanford. Nov. 7, 1931",-118.287926,34.014166,http://digital2.library.ucla.edu/dlcontent/latimes/jpegs/uclamss_1429_10396.jpg
"Football game between the USC Trojans and the UCLA Bruins at the Coliseum, Los Angeles, 1932",Football $z California $z Los Angeles,"Los Angeles Memorial Coliseum (Los Angeles, Calif.)",Los Angeles (Calif.),,1932,"Text from negative sleeve: Football, U.S.C. vs. California, 1932.",-118.287926,34.014166,http://digital2.library.ucla.edu/dlcontent/latimes/jpegs/uclamss_1429_10331.jpg
"Football game between the USC Trojans and the UCLA Bruins at the Coliseum, Los Angeles, 1932",Football $z California $z Los Angeles,"Los Angeles Memorial Coliseum (Los Angeles, Calif.)",Los Angeles (Calif.),,1932,"Text from negative sleeve: Football, U.S.C. vs. California, 1932.",-118.287926,34.014166,http://digital2.library.ucla.edu/dlcontent/latimes/jpegs/uclamss_1429_10333.jpg
"Football game between the USC Trojans and the UCLA Bruins at the Coliseum, Los Angeles, 1932",Football $z California $z Los Angeles,"Los Angeles Memorial Coliseum (Los Angeles, Calif.)",Los Angeles (Calif.),,1932,"Text from negative sleeve: Football, U.S.C. vs. California, 1932.",-118.287926,34.014166,http://digital2.library.ucla.edu/dlcontent/latimes/jpegs/uclamss_1429_10334.jpg
"Football game between the USC Trojans and the UCLA Bruins at the Coliseum, Los Angeles, 1932",Football $z California $z Los Angeles,"Los Angeles Memorial Coliseum (Los Angeles, Calif.)",Los Angeles (Calif.),,1932,"Text from negative sleeve: Football, U.S.C. vs. California, 1932.",-118.287926,34.014166,http://digital2.library.ucla.edu/dlcontent/latimes/jpegs/uclamss_1429_10335.jpg
"Football game between the USC Trojans and the UCLA Bruins at the Coliseum, Los Angeles, 1932",Football $z California $z Los Angeles,"Los Angeles Memorial Coliseum (Los Angeles, Calif.)",Los Angeles (Calif.),,1932,"Text from negative sleeve: Football, U.S.C. vs. California, 1932",-118.287926,34.014166,http://digital2.library.ucla.edu/dlcontent/latimes/jpegs/uclamss_1429_10330.jpg
"Football game between the UCLA Bruins and a Washington team at the Coliseum, Los Angeles",Football $z California $z Los Angeles,Washington State Cougars (Football team),Los Angeles (Calif.),,1926,"Text from negative sleeve: Football, U.C.L.A. vs. Washington.",-118.287926,34.014166,http://digital2.library.ucla.edu/dlcontent/latimes/jpegs/uclamss_1429_10371.jpg
"Football game between the UCLA Bruins and a Washington team at the Coliseum, Los Angeles",Football $z California $z Los Angeles,Washington State Cougars (Football team),Los Angeles (Calif.),,1926,"Text from negative sleeve: Football, U.C.L.A. vs. Washington.",-118.287926,34.014166,http://digital2.library.ucla.edu/dlcontent/latimes/jpegs/uclamss_1429_10372.jpg
"Football game between the UCLA Bruins and a Washington team at the Coliseum, Los Angeles",Football $z California $z Los Angeles,Washington State Cougars (Football team),,,1926,"Text from negative sleeve: Football, U.C.L.A. vs. Washington.",-118.287926,34.014166,http://digital2.library.ucla.edu/dlcontent/latimes/jpegs/uclamss_1429_10370.jpg
"Football game between the UCLA Bruins and St. Mary's Gaels at the Coliseum, Los Angeles, 1932",Football $z California $z Los Angeles,"Los Angeles Memorial Coliseum (Los Angeles, Calif.)",Los Angeles (Calif.),,1932,"Text from negative sleeve: Football, U.C.L.A. vs. St. Mary's, 1932.",-118.287926,34.014166,http://digital2.library.ucla.edu/dlcontent/latimes/jpegs/uclamss_1429_10356.jpg
